V1,V2,V3
281,1696,99
281,1697,94
281,1698,94
281,1699,12
281,1699,28
281,1699,36
281,1700,12
281,1700,28
281,1700,36
281,1700,50
281,1701,50
281,1701,96
281,1702,96
281,1703,51
281,1704,66
281,1705,2
281,1705,22
281,1705,58
282,1706,15
282,1706,16
282,1706,17
282,1706,66
282,1707,15
282,1708,58
282,1708,66
282,1709,2
282,1709,16
282,1709,22
282,1709,30
282,1709,74
282,1710,66
282,1711,16
282,1712,50
282,1712,62
282,1712,66
282,1713,62
282,1714,93
284,1715,15
284,1715,16
284,1715,17
284,1715,63
284,1715,66
284,1716,2
284,1716,15
284,1716,28
284,1716,73
284,1717,22
284,1717,58
284,1717,96
284,1718,16
284,1718,58
284,1718,95
284,1719,2
284,1719,58
284,1719,74
284,1720,2
284,1720,5
284,1720,16
284,1720,24
284,1720,31
284,1720,63
284,1720,76
284,1721,2
284,1721,24
284,1722,6
284,1722,24
284,1722,63
284,1723,6
284,1723,24
284,1723,63
284,1723,66
284,1724,20
284,1725,62
284,1725,93
284,1726,22
284,1726,50
284,1726,66
284,1726,93
285,1727,43
285,1728,2
285,1728,28
285,1728,73
285,1729,96
285,1730,95
285,1731,2
285,1731,74
285,1732,5
286,1733,15
286,1733,16
286,1733,17
286,1733,43
286,1733,66
286,1734,2
286,1734,16
286,1734,28
286,1734,73
286,1735,15
286,1735,96
286,1736,58
286,1736,95
286,1736,99
286,1737,2
286,1737,74
286,1738,2
286,1738,5
286,1738,22
286,1738,31
286,1738,76
286,1739,2
286,1739,24
286,1739,66
286,1740,24
286,1740,62
286,1740,63
286,1741,20
286,1741,93
287,1742,22
287,1742,63
287,1743,16
287,1743,22
287,1744,2
287,1744,22
287,1744,58
287,1745,24
287,1745,65
287,1745,93
287,1746,6
287,1746,22
287,1746,50
287,1746,66
288,1747,15
288,1747,16
288,1747,17
288,1747,22
288,1747,50
288,1747,66
288,1747,70
288,1748,16
288,1748,22
288,1748,50
288,1748,58
288,1748,66
288,1749,15
288,1749,16
288,1749,29
288,1749,99
288,1750,15
288,1750,22
288,1750,29
288,1750,58
288,1750,99
288,1751,24
288,1751,58
288,1751,78
288,1751,88
288,1751,94
288,1752,2
288,1752,16
288,1752,24
288,1752,45
288,1752,58
288,1752,63
288,1752,67
288,1752,99
288,1753,2
288,1753,12
288,1753,24
288,1753,28
288,1753,36
288,1753,65
288,1753,74
288,1753,93
288,1754,6
288,1754,12
288,1754,22
288,1754,28
288,1754,31
288,1754,36
288,1754,50
288,1754,76
288,1755,2
288,1755,24
288,1755,50
288,1755,66
288,1755,74
288,1755,96
288,1756,24
288,1756,51
288,1756,58
288,1756,66
288,1756,78
288,1756,96
288,1757,51
288,1757,62
288,1757,66
288,1758,2
288,1758,22
288,1758,31
288,1758,58
288,1758,66
288,1758,76
288,1759,2
288,1759,6
288,1759,22
288,1759,58
288,1759,74
288,1759,93
290,1760,22
290,1760,50
290,1760,66
290,1761,16
290,1762,29
290,1762,99
290,1763,94
290,1764,45
290,1764,67
290,1765,12
290,1765,28
290,1765,36
291,1766,58
291,1766,66
291,1767,16
291,1767,22
291,1767,30
292,1768,16
292,1769,2
292,1769,23
292,1769,74
292,1769,88
292,1770,91
293,1771,43
293,1772,15
293,1772,16
293,1772,17
293,1772,66
293,1773,58
293,1773,99
293,1774,15
293,1774,96
293,1775,31
293,1775,76
293,1775,95
293,1776,2
293,1776,74
293,1777,5
293,1777,31
293,1777,76
293,1778,2
293,1778,66
293,1779,62
293,1780,20
293,1780,93
294,1781,70
294,1782,58
294,1782,66
294,1783,15
294,1783,16
294,1783,17
294,1783,22
294,1783,58
294,1783,66
294,1783,99
294,1784,15
294,1785,74
294,1786,2
294,1786,22
294,1786,41
294,1786,74
294,1787,2
294,1787,74
294,1788,2
294,1788,74
294,1789,31
294,1789,76
294,1790,31
294,1790,76
294,1791,31
294,1791,76
294,1792,2
294,1792,74
295,1793,15
295,1793,16
295,1793,17
295,1793,22
295,1793,43
295,1793,66
295,1794,15
295,1794,22
295,1794,31
295,1794,76
295,1795,58
295,1795,66
295,1796,2
295,1796,28
295,1796,73
295,1797,96
295,1798,58
295,1798,95
295,1799,2
295,1799,58
295,1799,74
295,1799,99
295,1800,5
295,1800,16
295,1800,22
295,1800,30
295,1801,2
295,1801,24
295,1801,31
295,1801,65
295,1801,76
295,1801,93
295,1802,16
295,1802,24
295,1802,63
295,1802,66
295,1803,20
295,1803,50
295,1803,62
295,1803,66
295,1804,6
295,1804,93
295,1805,2
295,1805,16
295,1805,24
295,1805,63
295,1805,93
297,1806,15
297,1806,16
297,1806,17
297,1806,66
297,1807,58
297,1807,66
297,1808,15
297,1809,16
297,1809,22
297,1809,30
297,1810,16
297,1810,58
297,1810,99
297,1811,2
297,1811,74
297,1812,31
297,1812,76
297,1813,2
297,1813,16
297,1813,24
297,1813,63
297,1813,66
297,1814,62
298,1815,22
298,1815,50
298,1815,66
298,1816,16
298,1817,22
298,1817,29
298,1817,99
298,1818,22
298,1818,58
298,1818,94
298,1819,22
298,1819,45
298,1819,67
298,1820,58
298,1821,2
298,1821,16
298,1821,24
298,1821,63
298,1822,24
298,1822,65
298,1822,93
298,1823,6
298,1823,51
299,1824,22
299,1824,43
299,1825,2
299,1825,28
299,1825,43
299,1825,73
299,1826,15
299,1826,96
299,1827,2
299,1827,22
299,1827,28
299,1827,58
299,1827,73
299,1827,99
299,1828,2
299,1828,74
299,1828,95
299,1828,96
299,1829,31
299,1829,76
299,1830,66
299,1830,95
299,1831,5
299,1831,58
299,1831,62
299,1832,2
299,1833,5
299,1834,2
299,1834,93
299,1835,20
299,1836,24
299,1836,65
299,1836,93
299,1837,6
299,1837,20
300,1838,63
300,1839,16
300,1840,2
300,1840,22
300,1841,24
300,1842,22
300,1842,50
300,1842,66
302,1843,16
302,1844,29
302,1844,99
302,1845,94
302,1846,45
302,1846,67
302,1847,50
302,1848,96
302,1849,51
302,1850,66
303,1851,31
303,1851,76
303,1852,58
303,1852,66
303,1853,16
303,1853,22
303,1853,30
303,1854,16
303,1855,50
303,1855,62
303,1855,66
304,1856,31
304,1856,63
304,1856,76
304,1856,88
304,1857,24
304,1857,28
304,1857,58
304,1857,66
304,1857,73
304,1857,78
304,1858,2
304,1858,16
304,1858,22
304,1858,30
304,1858,96
304,1859,16
304,1859,22
304,1859,95
304,1860,2
304,1860,50
304,1860,58
304,1860,62
304,1860,66
304,1860,74
304,1861,2
304,1861,5
304,1861,16
304,1861,22
304,1861,24
304,1861,50
304,1861,63
304,1861,66
305,1862,22
305,1863,16
305,1863,22
305,1864,58
305,1865,2
305,1865,22
305,1866,24
305,1867,6
305,1868,50
306,1869,15
306,1869,16
306,1869,17
306,1869,43
306,1869,66
306,1870,96
306,1871,15
306,1872,95
306,1873,2
306,1873,74
306,1874,5
306,1875,66
306,1876,2
306,1877,20
308,1878,22
308,1878,43
308,1879,15
308,1879,16
308,1879,17
308,1879,22
308,1879,66
308,1880,58
308,1880,96
308,1881,58
308,1881,95
308,1882,2
308,1882,74
308,1883,2
308,1883,16
308,1883,24
308,1883,63
308,1884,5
308,1885,2
308,1885,16
308,1885,24
308,1885,62
308,1885,63
308,1886,2
308,1886,6
308,1887,6
308,1888,20
310,1889,22
310,1889,43
310,1889,50
310,1889,66
310,1890,15
310,1890,16
310,1891,29
310,1891,58
310,1891,96
310,1891,99
310,1892,94
310,1892,95
310,1893,2
310,1893,45
310,1893,67
310,1893,74
310,1894,5
310,1894,12
310,1894,28
310,1894,36
310,1895,2
310,1895,50
310,1895,66
310,1896,24
310,1896,63
310,1896,96
310,1897,20
310,1897,51
310,1897,62
310,1898,66
310,1898,93
312,1899,16
312,1900,29
312,1900,99
312,1901,94
312,1902,45
312,1902,67
312,1903,50
312,1904,96
312,1905,51
312,1906,66
312,1907,2
312,1907,22
312,1907,58
313,1908,31
313,1908,76
313,1909,15
313,1909,58
313,1909,63
313,1909,66
313,1910,16
313,1911,16
313,1911,58
313,1911,99
313,1912,50
313,1912,62
313,1912,66
313,1913,2
313,1913,22
313,1914,24
313,1914,31
313,1914,76
313,1915,66
313,1916,62
313,1917,2
313,1917,16
313,1917,24
313,1917,63
313,1918,50
313,1918,93
314,1919,15
314,1919,16
314,1919,17
314,1919,43
314,1919,66
314,1920,63
314,1921,2
314,1921,16
314,1921,28
314,1921,73
314,1922,58
314,1922,96
314,1922,99
314,1923,95
314,1924,50
314,1924,58
314,1924,99
314,1925,2
314,1925,22
314,1925,74
314,1926,2
314,1926,74
314,1926,76
314,1927,58
314,1928,5
314,1928,66
314,1929,2
314,1929,24
314,1930,24
314,1930,62
314,1930,63
314,1931,16
314,1931,20
314,1932,2
314,1932,22
314,1932,66
314,1932,93
314,1933,50
314,1933,93
314,1934,23
314,1934,26
314,1934,36
314,1934,93
315,1935,22
315,1935,50
315,1935,66
315,1936,16
315,1936,31
315,1936,76
315,1937,29
315,1937,31
315,1937,58
315,1937,66
315,1937,76
315,1937,99
315,1938,58
315,1938,66
315,1938,88
315,1938,94
315,1939,16
315,1939,22
315,1939,30
315,1939,45
315,1939,67
315,1940,12
315,1940,16
315,1940,22
315,1940,28
315,1940,36
315,1941,16
315,1941,22
315,1941,30
315,1941,50
315,1941,58
315,1942,16
315,1942,50
315,1942,62
315,1942,66
315,1942,96
315,1943,51
315,1943,96
315,1944,50
315,1944,62
315,1944,66
315,1945,2
315,1945,16
315,1945,24
315,1945,63
316,1946,43
316,1947,2
316,1947,28
316,1947,73
316,1948,31
316,1948,76
316,1948,96
316,1949,58
316,1949,66
316,1949,95
316,1950,2
316,1950,58
316,1950,74
316,1951,2
316,1951,5
316,1951,16
316,1951,24
316,1951,63
316,1952,2
316,1953,16
316,1953,22
316,1953,24
316,1953,30
316,1953,63
316,1954,24
316,1954,65
316,1954,93
316,1955,16
316,1955,20
316,1956,50
316,1956,62
316,1956,66
317,1957,88
317,1958,15
317,1958,58
317,1959,22
317,1959,58
317,1959,99
317,1960,2
317,1960,74
317,1960,76
317,1961,31
317,1961,58
317,1961,66
317,1961,76
317,1962,66
317,1962,96
318,1963,22
318,1963,50
318,1963,63
318,1963,66
318,1964,16
318,1965,29
318,1965,99
318,1966,16
318,1966,94
318,1967,2
318,1967,22
318,1967,45
318,1967,67
318,1968,12
318,1968,28
318,1968,36
318,1969,24
318,1969,50
318,1970,96
318,1971,22
318,1971,50
318,1971,51
318,1971,66
318,1972,66
319,1973,22
319,1973,43
319,1973,63
319,1974,2
319,1974,28
319,1974,73
319,1975,96
319,1976,16
319,1976,58
319,1976,95
319,1976,99
319,1977,2
319,1977,16
319,1977,22
319,1977,24
319,1977,63
319,1978,2
319,1978,5
319,1978,74
319,1979,2
319,1979,24
319,1979,65
319,1979,93
319,1980,6
319,1980,22
319,1980,24
319,1980,50
319,1980,63
319,1980,66
319,1981,20
319,1981,50
319,1982,11
319,1982,15
319,1982,62
319,1982,74
320,1983,22
320,1983,63
320,1984,22
320,1984,63
320,1985,16
320,1985,58
320,1986,70
320,1987,58
320,1987,66
320,1988,22
320,1988,24
320,1989,24
320,1989,74
320,1990,6
320,1990,22
320,1990,41
320,1991,2
320,1991,22
320,1991,50
320,1991,66
320,1991,74
320,1992,31
320,1992,76
321,1993,15
321,1993,16
321,1993,17
321,1993,66
321,1994,15
321,1994,22
321,1995,58
321,1996,58
321,1996,99
321,1997,2
321,1997,24
321,1997,65
321,1997,74
321,1997,93
321,1998,31
321,1998,76
321,1999,6
321,1999,66
321,2000,62
322,2001,22
322,2001,50
322,2001,66
322,2002,16
322,2003,29
322,2003,99
322,2004,94
322,2005,45
322,2005,67
322,2006,12
322,2006,28
322,2006,36
322,2007,50
323,2008,43
323,2009,2
323,2009,28
323,2009,73
323,2010,96
323,2011,31
323,2011,76
323,2012,95
323,2013,58
323,2013,66
323,2014,16
323,2014,22
323,2014,30
323,2015,16
323,2016,50
323,2016,62
323,2016,66
323,2017,24
323,2017,63
323,2018,2
323,2018,16
323,2018,24
323,2018,63
326,2019,15
326,2019,16
326,2019,17
326,2019,66
326,2020,15
326,2020,16
326,2021,29
326,2021,58
326,2021,99
326,2022,2
326,2022,74
326,2022,94
326,2023,31
326,2023,76
326,2024,66
326,2025,50
326,2025,62
327,2026,63
327,2027,16
327,2028,24
327,2029,50
328,2030,16
328,2031,29
328,2031,99
328,2032,94
328,2033,45
328,2033,67
328,2034,12
328,2034,28
328,2034,36
328,2035,50
329,2036,15
329,2036,16
329,2036,17
329,2036,66
329,2037,15
329,2038,58
329,2038,99
329,2039,2
329,2039,74
329,2040,31
329,2040,76
329,2041,66
329,2042,62
330,2043,20
330,2043,22
330,2043,23
330,2043,31
330,2043,76
330,2043,96
330,2044,50
330,2045,15
330,2045,51
330,2045,63
330,2046,15
330,2046,16
330,2046,17
330,2046,58
330,2046,66
330,2046,99
330,2047,2
330,2047,16
330,2047,22
330,2047,30
330,2047,74
330,2048,16
330,2048,22
330,2048,30
330,2048,31
330,2048,76
330,2049,2
330,2049,22
330,2049,74
330,2050,16
330,2050,31
330,2050,50
330,2050,76
330,2051,50
330,2051,62
330,2051,66
330,2052,2
330,2052,16
330,2052,24
330,2052,62
330,2052,63
331,2053,15
331,2053,16
331,2053,17
331,2053,63
331,2053,66
331,2054,16
331,2054,99
331,2055,2
331,2055,22
331,2055,74
331,2056,24
331,2056,31
331,2056,76
331,2057,66
331,2058,62
332,2059,43
332,2060,2
332,2060,28
332,2060,73
332,2061,58
332,2061,96
332,2061,99
332,2062,2
332,2062,74
332,2063,95
332,2064,2
332,2064,74
332,2065,5
332,2066,2
332,2066,66
332,2067,24
332,2067,63
332,2068,20
332,2068,93
333,2069,22
333,2069,50
333,2069,66
333,2070,16
333,2071,29
333,2071,99
333,2072,94
333,2073,45
333,2073,67
333,2074,50
333,2075,96
333,2076,51
333,2077,66
334,2078,22
334,2078,31
334,2078,76
334,2079,58
334,2079,66
334,2080,16
334,2080,22
334,2081,63
334,2082,63
334,2083,20
334,2083,96
334,2084,16
334,2085,2
334,2085,22
334,2085,40
334,2085,58
334,2085,62
334,2086,2
334,2086,15
334,2086,16
334,2086,22
334,2086,24
334,2086,30
334,2086,63
334,2087,24
334,2087,50
334,2087,62
334,2087,65
334,2087,66
334,2087,93
334,2088,2
334,2088,16
334,2088,24
334,2088,63
334,2089,6
334,2089,22
334,2089,40
334,2089,50
334,2089,66
336,2090,22
336,2090,50
336,2090,66
336,2091,16
336,2092,29
336,2092,99
336,2093,94
336,2094,45
336,2094,67
336,2095,12
336,2095,28
336,2095,36
337,2096,15
337,2097,15
337,2097,58
337,2097,99
337,2098,2
337,2098,74
337,2099,58
337,2099,99
337,2100,31
337,2100,76
337,2101,2
337,2101,74
337,2102,31
337,2102,76
337,2103,66
337,2104,62
338,2105,16
338,2105,22
338,2105,31
338,2105,76
338,2106,2
338,2106,22
338,2106,23
338,2106,74
338,2106,88
338,2107,29
338,2107,58
338,2107,66
338,2107,99
338,2108,16
338,2108,22
338,2108,24
338,2108,30
338,2108,63
338,2109,45
338,2109,67
338,2110,12
338,2110,20
338,2110,28
338,2110,36
338,2110,96
338,2111,16
338,2111,50
338,2111,58
338,2112,2
338,2112,16
338,2112,24
338,2112,58
338,2112,63
338,2112,78
338,2112,91
338,2113,50
338,2113,51
338,2113,62
338,2113,66
338,2114,40
338,2114,62
338,2115,15
338,2115,58
338,2115,66
338,2116,24
338,2116,93
338,2117,2
338,2117,22
338,2117,58
338,2118,6
338,2118,40
338,2119,6
338,2119,11
338,2119,15
338,2119,29
338,2119,40
338,2119,74
338,2119,96
338,2119,99
340,2120,15
340,2120,16
340,2120,17
340,2120,43
340,2120,66
340,2121,2
340,2121,28
340,2121,73
340,2122,15
340,2122,22
340,2122,96
340,2123,58
340,2123,95
340,2123,99
340,2124,2
340,2124,22
340,2124,74
340,2125,2
340,2125,5
340,2125,58
340,2125,74
340,2126,2
340,2126,31
340,2126,76
340,2127,24
340,2127,65
340,2127,93
340,2128,24
340,2128,63
340,2128,66
340,2129,6
340,2129,20
340,2129,62
341,2130,15
341,2130,16
341,2130,17
341,2130,66
341,2131,15
341,2132,58
341,2132,99
341,2133,2
341,2133,74
341,2134,91
341,2135,40
341,2135,62
341,2136,15
341,2136,66
341,2137,40
341,2137,62
343,2138,22
343,2138,50
343,2138,66
343,2139,16
343,2139,63
343,2140,29
343,2140,99
343,2141,16
343,2141,94
343,2142,2
343,2142,22
343,2142,45
343,2142,67
343,2143,12
343,2143,24
343,2143,28
343,2143,36
343,2144,22
343,2144,50
343,2144,66
344,2145,43
344,2146,50
344,2146,63
344,2147,16
344,2147,96
344,2148,95
344,2149,2
344,2149,74
344,2150,5
344,2151,2
344,2151,22
344,2152,2
344,2152,22
344,2152,24
344,2153,24
344,2153,63
344,2154,20
344,2154,22
344,2154,23
344,2154,26
344,2154,36
344,2154,50
344,2154,66
344,2155,10
344,2155,50
344,2155,74
344,2155,93
345,2156,16
345,2156,31
345,2156,76
345,2157,29
345,2157,58
345,2157,66
345,2157,99
345,2158,45
345,2159,16
345,2160,50
346,2161,22
346,2161,50
346,2161,66
346,2162,16
346,2163,29
346,2163,99
346,2164,94
346,2165,45
346,2165,67
346,2166,12
346,2166,28
346,2166,36
346,2167,50
346,2168,96
348,2169,43
348,2170,96
348,2171,95
348,2172,2
348,2172,74
348,2173,5
348,2174,2
349,2175,31
349,2175,76
349,2176,50
349,2177,51
349,2177,58
349,2177,63
349,2177,66
349,2178,16
349,2178,22
349,2178,30
349,2179,16
349,2180,2
349,2180,16
349,2180,22
349,2181,50
349,2182,2
349,2182,16
349,2182,23
349,2182,24
349,2182,26
349,2182,36
349,2182,63
350,2183,22
350,2183,50
350,2183,63
350,2183,66
350,2184,16
350,2184,22
350,2185,16
350,2185,29
350,2185,58
350,2185,99
350,2186,2
350,2186,16
350,2186,22
350,2186,24
350,2186,63
350,2187,24
350,2187,45
350,2187,65
350,2187,67
350,2187,93
350,2188,6
350,2188,22
350,2188,50
350,2188,66
351,2189,88
351,2190,2
351,2190,28
351,2190,73
351,2191,96
351,2192,95
351,2193,2
351,2193,22
351,2193,74
351,2194,5
351,2195,2
351,2195,58
351,2196,24
351,2196,63
352,2197,22
352,2197,50
352,2197,66
352,2198,16
352,2199,29
352,2199,99
352,2200,94
352,2201,45
352,2201,67
353,2202,31
353,2202,63
353,2202,76
353,2203,58
353,2203,66
353,2204,58
353,2204,66
353,2205,16
353,2205,22
353,2205,30
353,2206,16
353,2206,24
353,2207,50
353,2207,62
353,2207,66
355,2208,43
355,2209,2
355,2209,28
355,2209,73
355,2210,96
355,2211,95
355,2212,2
355,2212,74
355,2213,2
355,2213,5
355,2213,74
355,2214,2
355,2214,5
355,2214,74
355,2215,2
355,2216,20
355,2216,24
355,2216,63
355,2217,20
356,2218,43
356,2219,2
356,2219,28
356,2219,73
356,2220,96
356,2221,95
356,2222,2
356,2222,74
356,2223,5
356,2224,2
356,2225,24
356,2225,63
356,2226,20
357,2227,15
357,2227,16
357,2227,17
357,2227,66
357,2228,15
357,2228,63
357,2229,16
357,2229,58
357,2230,2
357,2230,22
357,2231,24
357,2231,31
357,2231,76
357,2232,22
357,2232,50
357,2232,66
358,2233,31
358,2233,76
358,2234,58
358,2234,66
358,2235,16
360,2236,22
360,2236,50
360,2236,66
360,2237,16
360,2238,94
360,2239,12
360,2239,28
360,2239,36
360,2240,50
360,2241,96
365,2242,22
365,2242,50
365,2242,66
365,2243,15
365,2243,16
365,2243,17
365,2243,22
365,2243,66
365,2244,15
365,2245,29
365,2245,58
365,2245,99
365,2246,94
365,2246,96
365,2247,2
365,2247,45
365,2247,67
365,2247,74
365,2247,95
365,2248,12
365,2248,28
365,2248,36
365,2249,2
365,2249,31
365,2249,74
365,2249,76
365,2250,5
365,2250,50
365,2250,66
365,2251,2
365,2251,96
365,2252,51
365,2253,20
365,2253,62
365,2253,66
365,2254,2
365,2254,22
365,2254,58
367,2255,22
367,2255,50
367,2255,66
367,2255,70
367,2256,16
367,2256,58
367,2256,66
367,2257,22
367,2257,29
367,2258,58
367,2258,66
367,2258,74
367,2259,45
367,2259,67
367,2259,88
367,2260,12
367,2260,16
367,2260,28
367,2260,36
367,2261,50
367,2262,24
367,2262,58
367,2262,78
367,2263,2
367,2263,16
367,2263,22
367,2263,24
367,2263,63
367,2263,74
367,2264,66
367,2265,2
367,2265,22
367,2265,31
367,2265,58
367,2265,76
368,2266,22
368,2266,43
368,2267,2
368,2267,28
368,2267,73
368,2268,15
368,2268,22
368,2268,96
368,2269,58
368,2269,95
368,2269,99
368,2270,2
368,2270,58
368,2270,74
368,2270,99
368,2271,2
368,2271,16
368,2271,24
368,2271,31
368,2271,63
368,2271,76
368,2272,2
368,2272,6
368,2272,66
368,2273,11
368,2273,24
368,2273,62
368,2273,66
368,2273,74
368,2274,20
368,2274,62
368,2275,93
369,2276,15
369,2277,58
369,2277,99
369,2278,2
369,2278,74
369,2279,31
369,2279,76
369,2280,66
369,2281,62
370,2282,22
370,2282,50
370,2282,66
370,2283,16
370,2284,29
370,2284,99
370,2285,94
370,2286,45
370,2286,67
370,2287,12
370,2287,28
370,2287,36
371,2288,22
371,2288,50
371,2288,63
371,2288,66
371,2289,16
371,2290,94
371,2291,50
371,2292,96
371,2293,24
371,2293,51
371,2294,2
371,2294,22
371,2294,58
372,2295,15
372,2295,16
372,2295,17
372,2295,31
372,2295,66
372,2295,76
372,2296,15
372,2296,31
372,2296,58
372,2296,66
372,2296,76
372,2297,16
372,2297,22
372,2297,30
372,2297,58
372,2297,66
372,2298,16
372,2298,58
372,2298,99
372,2299,58
372,2299,66
372,2300,16
372,2300,22
372,2300,30
372,2301,2
372,2301,31
372,2301,74
372,2301,76
372,2302,16
372,2302,31
372,2302,76
372,2303,62
372,2303,66
372,2304,50
372,2304,62
372,2304,66
372,2305,62
372,2306,93
373,2307,22
373,2307,50
373,2307,66
373,2308,16
373,2309,2
373,2309,15
373,2309,22
373,2309,29
373,2309,99
373,2310,58
373,2310,94
373,2310,99
373,2311,45
373,2311,67
373,2311,74
373,2312,12
373,2312,28
373,2312,36
373,2313,50
373,2314,24
373,2314,62
373,2314,96
373,2315,51
374,2316,22
374,2317,22
374,2318,58
374,2319,2
374,2319,16
374,2319,24
374,2319,63
374,2320,6
375,2321,22
375,2321,31
375,2321,50
375,2321,66
375,2321,76
375,2322,16
375,2323,29
375,2323,58
375,2323,66
375,2323,99
375,2324,94
375,2325,16
375,2325,22
375,2325,30
375,2326,12
375,2326,16
375,2326,28
375,2326,36
375,2327,50
375,2327,62
375,2327,66
375,2328,50
375,2328,62
375,2328,66
375,2329,51
376,2330,22
376,2330,31
376,2330,43
376,2330,76
376,2331,22
376,2331,58
376,2331,66
376,2332,2
376,2332,28
376,2332,58
376,2332,73
376,2333,96
376,2334,24
376,2334,58
376,2334,78
376,2334,95
376,2335,2
376,2335,15
376,2335,16
376,2335,22
376,2335,24
376,2335,30
376,2335,63
376,2335,74
376,2336,16
376,2336,22
376,2337,2
376,2337,24
376,2337,50
376,2337,62
376,2337,65
376,2337,66
376,2337,93
376,2338,6
376,2338,58
376,2339,2
376,2339,16
376,2339,20
376,2339,24
376,2339,31
376,2339,63
376,2339,76
377,2340,63
377,2340,88
377,2341,24
377,2341,58
377,2341,78
377,2342,16
377,2343,2
377,2343,22
377,2344,22
377,2345,24
377,2345,58
377,2346,96
378,2347,31
378,2347,76
378,2348,58
378,2348,66
378,2349,16
378,2349,22
378,2349,30
378,2350,16
378,2351,50
378,2351,62
378,2351,66
378,2352,2
378,2352,16
378,2352,24
378,2352,63
379,2353,22
379,2353,50
379,2353,66
379,2354,16
379,2355,29
379,2355,99
379,2356,94
379,2357,45
379,2357,67
380,2358,22
380,2358,43
380,2358,50
380,2358,66
380,2359,2
380,2359,16
380,2359,28
380,2359,73
380,2360,96
380,2360,99
380,2361,94
380,2361,95
380,2362,2
380,2362,74
380,2363,5
380,2363,12
380,2363,28
380,2363,36
380,2364,2
380,2364,50
380,2365,24
380,2365,63
380,2366,20
380,2366,51
381,2367,22
381,2367,50
381,2367,66
381,2368,29
381,2368,99
381,2369,94
383,2370,16
383,2371,29
383,2371,99
383,2372,94
383,2373,45
383,2373,67
383,2374,12
383,2374,28
383,2374,36
383,2375,50
383,2376,96
383,2377,51
383,2378,66
384,2379,15
384,2379,16
384,2379,17
384,2379,66
384,2380,15
384,2381,2
384,2381,74
384,2382,66
384,2383,62
384,2384,93
386,2385,31
386,2385,43
386,2385,63
386,2385,76
386,2386,2
386,2386,28
386,2386,58
386,2386,66
386,2386,73
386,2387,2
386,2387,16
386,2387,22
386,2387,30
386,2387,96
386,2388,2
386,2388,22
386,2388,95
386,2389,2
386,2389,24
386,2389,74
386,2390,5
386,2391,16
386,2392,2
386,2392,22
386,2393,24
386,2393,58
386,2393,63
386,2394,20
386,2394,50
386,2394,96
387,2395,31
387,2395,63
387,2395,76
387,2396,15
387,2396,58
387,2396,66
387,2397,58
387,2397,66
387,2397,99
387,2398,16
387,2398,22
387,2398,30
387,2399,2
387,2399,16
387,2399,22
387,2399,30
387,2400,24
387,2400,50
387,2400,62
387,2400,66
387,2401,22
387,2401,50
387,2401,66
387,2402,50
387,2402,66
387,2403,2
387,2403,16
387,2403,24
387,2403,63
388,2404,15
388,2404,16
388,2404,17
388,2404,66
388,2404,70
388,2405,15
388,2405,22
388,2406,22
388,2406,58
388,2406,63
388,2406,66
388,2406,99
388,2407,2
388,2407,16
388,2407,22
388,2407,58
388,2407,74
388,2408,2
388,2408,16
388,2408,22
388,2408,24
388,2408,63
388,2408,74
388,2409,22
388,2409,24
388,2409,31
388,2409,41
388,2410,2
388,2410,24
388,2410,65
388,2410,66
388,2410,74
388,2410,93
388,2411,6
388,2411,22
388,2411,31
388,2411,50
388,2411,62
388,2411,66
388,2411,76
389,2412,22
389,2412,43
389,2413,2
389,2413,28
389,2413,73
389,2414,58
389,2414,96
389,2415,16
389,2416,95
389,2417,2
389,2417,74
389,2418,2
389,2418,5
389,2418,22
389,2419,2
389,2419,6
389,2419,24
389,2420,24
389,2420,63
389,2421,20
389,2421,22
389,2421,50
389,2421,66
391,2422,15
391,2422,16
391,2422,17
391,2422,22
391,2422,66
391,2423,22
391,2424,15
391,2424,58
391,2425,2
391,2425,16
391,2425,24
391,2425,58
391,2425,63
391,2425,99
391,2426,24
391,2426,65
391,2426,93
391,2427,76
391,2428,6
391,2428,66
391,2429,11
391,2429,15
391,2429,74
392,2430,22
392,2430,43
392,2430,50
392,2430,66
392,2431,2
392,2431,16
392,2431,28
392,2431,73
392,2432,29
392,2432,96
392,2432,99
392,2433,94
392,2433,95
392,2433,96
392,2434,2
392,2434,45
392,2434,67
392,2434,74
392,2434,95
392,2435,12
392,2435,28
392,2435,36
392,2436,5
392,2436,50
392,2437,2
392,2437,96
392,2438,24
392,2438,51
392,2438,63
392,2439,20
392,2439,66
392,2440,2
392,2440,20
392,2440,22
392,2440,58
393,2441,31
393,2441,63
393,2441,76
393,2442,22
393,2443,16
393,2444,2
393,2444,22
393,2444,58
393,2444,66
393,2445,16
393,2445,22
393,2445,24
393,2445,30
393,2446,22
393,2446,50
393,2446,66
393,2447,16
393,2448,50
393,2448,62
393,2448,66
393,2449,6
394,2450,16
394,2451,29
394,2451,99
394,2452,94
394,2453,45
394,2453,67
396,2454,22
396,2455,15
396,2455,22
396,2456,58
396,2456,99
396,2457,2
396,2457,16
396,2457,24
396,2457,63
396,2457,74
396,2458,24
396,2458,31
396,2458,65
396,2458,76
396,2458,93
396,2459,6
396,2459,66
409,2460,22
409,2460,50
409,2460,66
409,2461,16
409,2462,29
409,2462,99
409,2463,94
409,2464,45
409,2464,67
409,2465,12
409,2465,28
409,2465,36
409,2466,50
409,2467,96
409,2468,51
410,2469,31
410,2469,76
